"","X","REGION","ISLAND","SPECIES","TAXONNAME","FAMILY","CONSUMER_GROUP","SpecCode","Genus","SpeciesRefNo","Author","FBname","PicPreferredName","PicPreferredNameM","PicPreferredNameF","PicPreferredNameJ","FamCode","Subfamily","GenCode","SubGenCode","BodyShapeI","Source","AuthorRef","Remark","TaxIssue","Fresh","Brack","Saltwater","DemersPelag","Amphibious","AmphibiousRef","AnaCat","MigratRef","DepthRangeShallow","DepthRangeDeep","DepthRangeRef","DepthRangeComShallow","DepthRangeComDeep","DepthComRef","LongevityWild","LongevityWildRef","LongevityCaptive","LongevityCapRef","Vulnerability","Length","LTypeMaxM","LengthFemale","LTypeMaxF","MaxLengthRef","CommonLength","LTypeComM","CommonLengthF","LTypeComF","CommonLengthRef","Weight","WeightFemale","MaxWeightRef","Pic","PictureFemale","LarvaPic","EggPic","ImportanceRef","Importance","PriceCateg","PriceReliability","Remarks7","LandingStatistics","Landings","MainCatchingMethod","II","MSeines","MGillnets","MCastnets","MTraps","MSpears","MTrawls","MDredges","MLiftnets","MHooksLines","MOther","UsedforAquaculture","LifeCycle","AquacultureRef","UsedasBait","BaitRef","Aquarium","AquariumFishII","AquariumRef","GameFish","GameRef","Dangerous","DangerousRef","Electrogenic","ElectroRef","Complete","GoogleImage","Comments","Profile","PD50","Emblematic","Entered","DateEntered","Modified","DateModified","Expert","DateChecked","TS"
"358",358,"MARIAN","Guam","THLN","Thalassoma lunare","Labridae","PLANKTIVORE",5645,"Thalassoma",2334,"(Linnaeus, 1758)","Moon wrasse","Thlun_m0.jpg",NA,NA,NA,362,"Corinae",2886,NA,"fusiform / normal","O",NA,NA,0,0,0,-1,"reef-associated",NA,NA,NA,NA,1,20,9823,1,20,27115,NA,NA,NA,NA,47.82,45,"TL",NA,NA,5450,NA,NA,NA,NA,NA,NA,NA,NA,"THLUN_U3",NA,NA,NA,5374,"minor commercial","very high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,-1,-1,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"commercial","based mainly on capture",5358,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Occurs solitary or in groups (Ref. 90102)  in the upper portions of lagoon and coastal reefs, and in protected seaward reefs (Ref. 1602).  Enters estuaries (Ref. 48636).  Usually found on upper portions of ledges and heads (Ref. 9710).  Feeds mainly on small benthic invertebrates and fish eggs (Ref. 9823).  A protogynous hermaphrodite (Ref. 55367).",NA,0.5,0,14,708134400,2310,1369008000,14,801792000,NA
"359",359,"MARIAN","Guam","THLU","Thalassoma lutescens","Labridae","SECONDARY",5646,"Thalassoma",2334,"(Lay & Bennett, 1839)","Yellow-brown wrasse","Thlut_u4.jpg",NA,NA,NA,362,"Corinae",2886,NA,"fusiform / normal","O",NA,NA,0,0,0,-1,"reef-associated",NA,NA,NA,NA,1,30,1602,1,30,27115,NA,NA,NA,NA,34.51,30,"TL",NA,NA,9710,NA,NA,NA,NA,NA,NA,NA,NA,"THLUT_U0",NA,NA,NA,NA,"minor commercial","very high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"commercial","based mainly on capture",7309,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Occurs in groups (Ref. 90102) in clear outer lagoon and seaward reefs, over open sand and rubble as well as dense coral growth.  Common is shallow exposed areas (Ref. 9710).  Benthopelagic (Ref. 58302).  Feeds mainly on shelled benthic invertebrates (crabs, shrimps, gastropods, bivalves, brittle stars, sea urchins), also on polychaete worms and fish eggs.",NA,0.5,0,14,708134400,2310,1369008000,14,801792000,NA
"360",360,"MARIAN","Guam","THPU","Thalassoma purpureum","Labridae","SECONDARY",5647,"Thalassoma",2334,"(Forssk<e5>l, 1775)","Surge wrasse","Thlox_m1.jpg",NA,NA,NA,362,"Corinae",2886,NA,"fusiform / normal","O",NA,NA,0,0,0,-1,"reef-associated",NA,NA,NA,NA,0,10,30573,NA,NA,NA,NA,NA,NA,NA,44,46,"TL",NA,NA,30573,NA,NA,NA,NA,NA,1210,NA,40637,"THPUR_U0",NA,NA,NA,5374,"minor commercial","very high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,"hooks and lines",NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"commercial","based mainly on capture",5358,-1,30874,"harmless",NA,"no special ability",NA,NA,-1,"Found almost exclusively in the surge zone of outer reef flats, reef margins, and rocky coastlines, down to a depth of about 10 m (Ref. 5213).  Benthopelagic (Ref. 58302).  Occur in groups of females that are spread out over large reef sections and dominated by few males.  Males grow much larger than females (Ref. 48636).  Feed on small invertebrates (crabs, sea urchins, brittlestars, mollusks), small fishes, echinoids, ophiuroids and polychaetes (Ref. 37816).  Protogynous (Ref. 55080).",NA,0.5,0,14,708134400,1472,1200960000,14,801878400,NA
"361",361,"MARIAN","Guam","THQU","Thalassoma quinquevittatum","Labridae","SECONDARY",5648,"Thalassoma",2334,"(Lay & Bennett, 1839)","Fivestripe wrasse","Thqui_u1.jpg",NA,NA,NA,362,"Corinae",2886,NA,"fusiform / normal","O",NA,NA,0,0,0,-1,"reef-associated",NA,NA,NA,NA,0,40,2334,1,5,90102,NA,NA,NA,NA,25.85,17,"TL",NA,NA,4392,NA,NA,NA,NA,NA,NA,NA,NA,"THQUI_U1",NA,NA,NA,NA,NA,"very high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"commercial","based mainly on capture",9210,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Found in clear outer lagoon reefs (Ref. 9710) and exposed seaward reefs.  Abundant in shallow exposed areas with surge channels (Ref. 9710, 48636), with gutters, large <i>Acropora</i> plates and algae bottom (Ref. 48636).  Benthopelagic (Ref. 58302).  Males are often in small loose numbers, swimming over reef sections where small groups of females stay close to the bottom.  Juveniles secretive in shallow gutters (Ref. 48636).  Feed mainly on benthic crustaceans (crabs, shrimps), small fishes, gastropod mollusks, and sea urchins.",NA,0.5,0,14,708134400,2310,1369008000,14,801878400,NA
"362",362,"MARIAN","Guam","THSP","Thalassoma sp","Labridae","SECONDARY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363",363,"MARIAN","Guam","THTR","Thalassoma trilobatum","Labridae","SECONDARY",5649,"Thalassoma",2334,"(Lacep<e8>de, 1801)","Christmas wrasse","Thtri_u2.jpg",NA,NA,NA,362,"Corinae",2886,NA,"fusiform / normal","O",NA,"<i>Thalassoma fuscum</i> (Lacep<e8>de, 1801) considered as a separate valid species  in Dor 1984 (Ref. 2198) and CoF (Eschmeyer, 1998: Ref. 26282).",0,0,0,-1,"reef-associated",NA,NA,NA,NA,0,10,1602,NA,NA,NA,NA,NA,NA,NA,34.51,30,"TL",NA,NA,4392,NA,NA,NA,NA,NA,NA,NA,NA,"THTRI_U0",NA,NA,NA,5374,"minor commercial","very high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,"hooks and lines",NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"commercial","based mainly on capture",5358,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Found solitary or in groups (Ref. 90102) in shallow exposed reef flats, usually with rock-base and mixed coral and algae (Ref. 48636, 58302).  Also occurs in surge-swept reef flats, reef margins, and clear rocky shorelines, but may venture to deeper waters up to 10 m (Ref. 3921).  Benthopelagic (Ref. 58302).  Feeds on crustaceans (especially crabs), mollusks, and ophiuroids (brittle stars) (Ref. 3921).",NA,0.5,0,14,708134400,2310,1369008000,1,764467200,NA
"364",364,"MARIAN","Guam","TRBA","Trachinotus baillonii","Carangidae","PISCIVORE",1978,"Trachinotus",7300,"(Lacep<e8>de, 1801)","Small spotted dart","Trbai_u6.jpg",NA,NA,NA,314,"Trachinotinae",2819,NA,"fusiform / normal","R",NA,NA,0,0,-1,-1,"reef-associated",NA,NA,NA,NA,0,3,89972,NA,NA,NA,NA,NA,NA,NA,35.68,60,"TL",NA,NA,4225,35,"TL",NA,NA,5450,1500,NA,30874,"TRBAI_U1",NA,NA,NA,171,"minor commercial","medium","Questionable: based on ex-vessel price for species in this genus",NA,NA,NA,"various gears",NA,0,-1,0,-1,0,-1,0,0,-1,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,-1,30874,"harmless",NA,"no special ability",NA,NA,-1,"Adults occur near surface waters of lagoon and seaward reefs, in surge zones along sandy beaches (Ref. 48635, 90102).  They always move in schools at the edge of the surf near the reef, usually in pairs or small groups in surface waters (Ref. 48635).  They feed on small fishes (Ref. 9710).  They are occasionally taken by trolling and line fishing.",NA,0.5,0,2,658195200,303,1412985600,14,776563200,NA
"365",365,"MARIAN","Guam","TRBL","Trachinotus blochii","Carangidae","SECONDARY",1963,"Trachinotus",7300,"(Lacep<e8>de, 1801)","Snubnose pompano","Trblo_u5.jpg",NA,NA,"Trblo_u2.jpg",314,"Trachinotinae",2819,NA,"short and / or deep","R",NA,NA,0,0,-1,-1,"reef-associated",NA,NA,NA,NA,1,7,5439,NA,NA,NA,NA,NA,NA,NA,62.64,110,"FL",NA,NA,1602,40,"TL",NA,NA,3280,3400,NA,40637,"TRBLO_U2",NA,NA,NA,171,"minor commercial","high","Reliable: based on ex-vessel price for this species",NA,NA,NA,"various gears",NA,0,-1,0,-1,0,-1,0,0,-1,0,"commercial",NA,12108,"never/rarely",NA,"public aquariums","based mainly on capture",13603,-1,12484,"reports of ciguatera poisoning",30911,"no special ability",NA,NA,-1,"Juveniles inhabit sandy shorelines and shallow sandy or muddy bays near river mouths while adults move out in schools to clear seaward coral and rock reefs (Ref. 5213).  Juveniles are in small schools, while adults are usually solitary (Ref. 48635).  Adults feed primarily on sand mollusks and other hard-shelled invertebrates (Ref. 9710).",NA,0.5,0,2,658195200,303,1373587200,14,776563200,NA
"366",366,"MARIAN","Guam","TROB","Triaenodon obesus","Carcharhinidae","PISCIVORE",907,"Triaenodon",244,"(R<fc>ppell, 1837)","Whitetip reef shark","Trobe_u1.jpg",NA,NA,NA,11,NA,6823,NA,"fusiform / normal","R",NA,NA,0,0,0,-1,"reef-associated",NA,NA,NA,NA,1,330,244,8,40,244,25,6807,NA,NA,82.54,213,"TL",NA,NA,244,160,"TL",NA,NA,244,18250,NA,4699,"TROBE_U1",NA,NA,NA,171,"minor commercial","medium","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,"various gears",NA,0,-1,0,0,0,0,0,0,-1,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,-1,4699,"traumatogenic",4690,"electrosensing only",10311,NA,-1,"Sluggish inhabitant of lagoons and seaward reefs where it is often found resting in caves or under coral ledges during the day (Ref. 6871, 58302), or usually  on a sand patch, or in a channel   (Ref. 37816).  More active at night or during slack tide in areas of strong currents (Ref. 37816).  Feeds on benthic animals such as fishes, octopi, spiny lobsters and crabs (Ref. 244).  Viviparous (Ref. 50449).  Travels distances from about 0.3 to 3 km in periods up to about 1 year (Ref. 244).  Rarely reported to attack humans, but is potentially dangerous especially when  fish had been speared (Ref. 244).  Probably fished wherever it occurs (Ref. 244).  Caught by inshore longline and gillnet fisheries, and probably adversely affected by dynamite fishing (Ref.58048). Meat and liver utilized fresh for human consumption (Ref. 244).  The liver of this shark has been reported as toxic (Ref. 583).  One to five 60 cm young per litter (Ref. 1602).",NA,1,0,23,708566400,1790,1203041532,113,802396800,NA
"367",367,"MARIAN","Guam","TUNA","Scombridae","Scombridae","PISCIVORE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368",368,"MARIAN","Guam","TYCR","Tylosurus crocodilus","Belonidae","PISCIVORE",977,"Tylosurus",2334,"(P<e9>ron & Lesueur, 1821)","Hound needlefish","Tycro_u1.jpg",NA,NA,NA,207,NA,1044,NA,"elongated","O",NA,NA,0,0,0,-1,"reef-associated",NA,NA,"oceanodromous",51243,0,13,58302,NA,NA,NA,NA,NA,NA,NA,47.31,150,"TL",NA,NA,30573,90,"SL",NA,NA,9682,6350,NA,40637,"TYCRO_U1",NA,NA,NA,3130,"commercial","medium","Questionable: based on ex-vessel price for species in this genus",NA,NA,NA,"various gears",NA,-1,-1,-1,0,0,0,0,0,-1,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,-1,4699,"traumatogenic",4690,"no special ability",NA,NA,-1,"A pelagic species (Ref. 26340) found over lagoon and seaward reefs.  Solitary or in small groups.  Feeds on fishes (Ref. 11889).  Oviparous (Ref. 205).  Eggs may be found attached to objects in the water by tendrils on the egg's surface (Ref. 205).  Feared by fishers because they can cause puncture wounds with their sharp snouts when jumping out of the water, e.g. when alarmed or attracted to lights at night.  Although sold fresh and considered a good food fish, its market is limited due to the green-colored flesh (Ref. 5217). Widespread in tropical Indo-Pacific, divisible in two subspecies (Ref 90102). Caught by casting or trolling surface or near-surface lures; also with purse seines and drift nets (Ref. 9682).",NA,0.5078,0,1,656121600,14,1547596800,133,825552000,NA
"369",369,"MARIAN","Guam","VAAL","Variola albimarginata","Serranidae","PISCIVORE",6478,"Variola",5222,"Baissac, 1953","White-edged lyretail","Vaalb_u0.jpg",NA,NA,NA,289,"Epinephelinae",5219,NA,"fusiform / normal","R",NA,"Type locality: Mauritius.",0,0,0,-1,"reef-associated",NA,NA,NA,NA,4,200,5222,12,90,37816,NA,NA,NA,NA,28.91,65,"TL",NA,NA,48635,NA,NA,NA,NA,NA,NA,NA,NA,"VAALB_U2",NA,NA,NA,171,"subsistence fisheries","very high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,"hooks and lines","handlines (HL)",0,0,0,-1,-1,0,0,0,-1,0,"never/rarely",NA,NA,"never/rarely",NA,"never/rarely",NA,NA,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"A generally uncommon species that inhabits seaward reefs (Ref. 9710).  Juveniles inshore on algae and soft coral reefs, usually swimming well above the substrate, looking much like a basslet (Ref. 48635).  Solitary (Ref 90102) or found in small groups (Ref. 11888).  Feeds on fishes. Of little interest to fisheries, because of its small size and rarity, but flesh is excellent.
Caught with handline, traps, and spear (Ref. 39231).",NA,0.75,0,14,719193600,14,1551139200,14,767923200,NA
"370",370,"MARIAN","Guam","VALO","Variola louti","Serranidae","PISCIVORE",5354,"Variola",5222,"(Forssk<e5>l, 1775)","Yellow-edged lyretail","Valou_uc.jpg",NA,NA,NA,289,"Epinephelinae",5219,NA,"fusiform / normal","R",NA,NA,0,0,0,-1,"reef-associated",NA,NA,"non-migratory",NA,3,300,89972,15,NA,5222,NA,NA,NA,NA,48.64,83,"TL",NA,NA,40637,75,"TL",NA,NA,5450,12000,NA,5222,"VALOU_U1",NA,NA,NA,171,"commercial","very high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,"various gears",NA,0,0,0,-1,-1,0,0,0,-1,0,"never/rarely",NA,NA,"never/rarely",NA,"commercial","based mainly on capture",4907,-1,4699,"reports of ciguatera poisoning",4690,"no special ability",NA,NA,-1,"Usually seen in clear-water areas at depths below 15 m, and prefers islands and offshore reefs rather than continental shores.  Feeds mainly on fishes, and on crabs, shrimps and stomatopods.  It is highly appreciated for the quality of its flesh.  It may not be sold in Mauritius because of cases of ciguatera poisoning (Ref. 11888).  In the Hong Kong live fish markets (Ref. 27253). This common and important food fish is caught with handlines, spear, and traps (Ref. 39231).",NA,0.75,0,3,701913600,14,1551139200,14,767923200,NA
"371",371,"MARIAN","Guam","VAST","Valenciennea strigata","Gobiidae","SECONDARY",6575,"Valenciennea",8527,"(Broussonet, 1782)","Blueband goby","Vastr_u4.jpg",NA,NA,NA,405,"Gobiinae",3197,NA,"fusiform / normal","R",NA,NA,0,0,0,-1,"reef-associated",NA,NA,NA,NA,1,25,48637,1,6,8527,1,56281,NA,NA,10,18,"TL",NA,NA,2798,NA,NA,NA,NA,NA,NA,NA,NA,"VASTR_U1",NA,NA,NA,NA,NA,"very high","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"commercial","based mainly on capture",7309,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Common in clear outer lagoon and seaward reefs, over hard bottoms as well as over sand and rubble.  Typical along reef-crests in depths of 1-6 m, but has also been collected from depths of 24 m.  Usually seen in pairs, hovering near their burrow.  Monogamous (Ref. 52884,  48637).  Feeds on small benthic invertebrates, fishes, and fish eggs by sifting mouthfuls of sand.",NA,0.5,0,14,722131200,2291,1413763200,14,792028800,NA
"372",372,"MARIAN","Guam","WRAS","Labridae","Labridae","SECONDARY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373",373,"MARIAN","Guam","XAAU","Xanthichthys auromarginatus","Balistidae","PLANKTIVORE",6030,"Xanthichthys",1602,"(Bennett, 1832)","Gilded triggerfish","Xaaur_u1.jpg","Xaaur_u3.jpg","Xaaur_f2.jpg",NA,445,NA,5217,NA,"short and / or deep","O",NA,NA,0,0,0,-1,"reef-associated",NA,NA,NA,NA,8,150,9770,24,147,1602,NA,NA,NA,NA,29.77,30,"TL",NA,NA,30874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9770,"subsistence fisheries","medium","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,"various gears",NA,0,-1,0,0,0,0,0,0,-1,-1,"never/rarely",NA,NA,"never/rarely",NA,"commercial","based mainly on capture",5358,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Occur in upper margins of current-swept seaward drop-offs and ledges (Ref. 205, 48637).  Current-prone and with rich invertebrate growth such as seawhips.  Usually found at moderate depths over 20 meters and occuring in small loose groups (Ref. 48637).  Benthopelagic (Ref. 58302).  Form loose aggregations a few meters above the bottom where it feeds on zooplankton, particularly copepods.  Oviparous (Ref. 205).  Also taken by drive-in nets (Ref. 9770).",NA,0.5078,0,14,711158400,303,1240963200,10,812592000,NA
"374",374,"MARIAN","Guam","ZACO","Zanclus cornutus","Zanclidae","SECONDARY",5950,"Zanclus",1602,"(Linnaeus, 1758)","Moorish idol","Zacor_ua.jpg",NA,NA,NA,520,NA,2849,NA,"short and / or deep","O",NA,NA,0,0,0,-1,"reef-associated",NA,NA,NA,NA,3,182,9710,5,182,27115,NA,NA,NA,NA,11.94,23,"TL",NA,NA,6113,21,"NG",NA,NA,5755,NA,NA,NA,"ZACOR_U4",NA,NA,NA,NA,"subsistence fisheries","unknown",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"commercial","based mainly on capture",5358,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Inhabit turbid inner lagoons, reef flats, and clear seaward rocky and coral reefs  (Ref. 1602, 48637).  Benthopelagic (Ref. 58302).  Generally encountered in small groups of 2 or 3 individuals (Ref. 9267).  Adults occur singly, in pairs and occasionally are seen in large schools (Ref. 48637).  Feed on small encrusting animals (Ref. 6113).  Size of metamorphosis from postlarva to juvenile is 7.5 cm (Ref. 9267).  The long pelagic larval stage is the reason for the wide distribution and strong colouration that shows no geographical variation (Ref. 48637).  Popular aquarium fish but rarely survives in tanks (Ref. 1602).",NA,1.5,0,3,708566400,1472,1429142400,113,802656000,NA
"375",375,"MARIAN","Guam","ZEFL","Zebrasoma flavescens","Acanthuridae","PRIMARY",6018,"Zebrasoma",1602,"(Bennett, 1828)","Yellow tang","Zefla_u0.jpg",NA,NA,NA,412,"Acanthurinae",963,NA,"short and / or deep","O",NA,NA,0,0,0,-1,"reef-associated",NA,NA,NA,NA,2,46,9710,3,46,27115,NA,NA,NA,NA,34.75,20,"TL",NA,NA,9710,NA,NA,NA,NA,NA,NA,NA,NA,"ZEFLA_U3",NA,NA,NA,NA,NA,"medium","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"commercial","based mainly on capture",7309,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Adults inhabit coral-rich areas of lagoon and seaward reefs from below the surge zone to about 46 m (Ref. 9710).  Benthopelagic over rock at 1-81 m (Ref. 58302).  They occur singly or in loose groups.  Mainly herbivorous, browsing on filamentous algae.  Group spawning and pair-spawning by territorial males that court passing females were observed.  Spawning activity occurs around the full moon indicating lunar periodicity (Ref. 86544).  Spawn in batches throughout the year (Ref. 86544).  Presence of a venom gland could not be determined despite the presence of distinct anterolateral grooves; this may be due to the loss of venom glands in adults (Ref. 57406).  A popular aquarium fish and the top marine fish export from Hawaii.",NA,0.5078,0,14,711158400,2,1299110400,14,777945600,NA
"376",376,"MARIAN","Guam","ZESC","Zebrasoma scopas","Acanthuridae","PRIMARY",5951,"Zebrasoma",1602,"(Cuvier, 1829)","Twotone tang","Zesco_u1.jpg",NA,NA,NA,412,"Acanthurinae",963,NA,"short and / or deep","O",NA,NA,0,0,0,-1,"reef-associated",NA,NA,NA,NA,1,60,1602,1,60,27115,NA,NA,NA,NA,66.27,40,"SL",NA,NA,48637,NA,NA,NA,NA,NA,NA,NA,NA,"ZESCO_U0",NA,NA,NA,NA,NA,"medium","Very questionable: based on ex-vessel price for species in this family",NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"never/rarely",NA,NA,"never/rarely",NA,"commercial","based mainly on capture",4907,0,NA,"harmless",NA,"no special ability",NA,NA,-1,"Occurs in coral-rich areas of lagoon and seaward reefs.  Graze on algae, usually in groups of 20 individuals (Ref. 5503, 48637).  Adults usually in small groups and sometimes schooling. Juveniles solitary and usually among corals (Ref. 48637).  Its numerous, small pharyngeal teeth may have evolved in response to a shift in diet from macroalgae to filamentous algae (Ref. 33204).  Form resident spawning aggregations (Ref. 27825).  Monogamous (Ref. 52884).  Group and pair spawning have been observed.  The flesh is never poisonous (Ref. 4795).",NA,0.5078,0,3,708566400,97,1496793600,14,777945600,NA
"377",377,"MARIAN","Guam","ZEVE","Zebrasoma veliferum","Acanthuridae","PRIMARY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
